,Model,Prompt,Keywords,Type,Emotion,V,A,D,Valence,Arousal,Dominance,Emoji,Full_Prompt,Output
344,gpt_4,conversation,"finals, semester, math",Emojis,content,,,,,,,😌,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😌 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😌
Keywords: 'finals', 'semester', 'math'
Dialogue:",Im relieved that Ive finished my math finals for the semester.
345,gpt_4,conversation,"finals, semester, math",Emojis,surprised,,,,,,,😯,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😯 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😯
Keywords: 'finals', 'semester', 'math'
Dialogue:",I cant believe the semester is almost over and its already time for math finals!
346,gpt_4,conversation,"finals, semester, math",Emojis,excited,,,,,,,😃,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😃 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😃
Keywords: 'finals', 'semester', 'math'
Dialogue:",Im so happy I passed my math finals this semester!
347,gpt_4,conversation,"finals, semester, math",Emojis,impressed,,,,,,,🙂,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🙂 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🙂
Keywords: 'finals', 'semester', 'math'
Dialogue:",Im glad I finished my math finals for the semester!
348,gpt_4,conversation,"finals, semester, math",Emojis,proud,,,,,,,🤩,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🤩 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🤩
Keywords: 'finals', 'semester', 'math'
Dialogue:",Acing my math finals this semester was absolutely thrilling!
349,gpt_4,conversation,"finals, semester, math",Emojis,anxious,,,,,,,😃,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😃 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😃
Keywords: 'finals', 'semester', 'math'
Dialogue:",Im thrilled I passed my math finals this semester!
350,gpt_4,conversation,"finals, semester, math",Emojis,afraid,,,,,,,😨,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😨 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😨
Keywords: 'finals', 'semester', 'math'
Dialogue:",The thought of my math finals this semester is really terrifying!
351,gpt_4,conversation,"finals, semester, math",Emojis,terrified,,,,,,,😱,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😱 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😱
Keywords: 'finals', 'semester', 'math'
Dialogue:",I cant believe the math final is already happening this semester!
352,gpt_4,conversation,"finals, semester, math",Emojis,annoyed,,,,,,,😒,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😒 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😒
Keywords: 'finals', 'semester', 'math'
Dialogue:",Math finals at the end of the semester are just the worst.
353,gpt_4,conversation,"finals, semester, math",Emojis,angry,,,,,,,😡,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😡 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😡
Keywords: 'finals', 'semester', 'math'
Dialogue:",Im so frustrated that my math finals this semester are so difficult!
354,gpt_4,conversation,"finals, semester, math",Emojis,furious,,,,,,,🤬,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🤬 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🤬
Keywords: 'finals', 'semester', 'math'
Dialogue:",Im so frustrated with my math finals this semester!
355,gpt_4,conversation,"finals, semester, math",Emojis,sad,,,,,,,🙁,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 🙁 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 🙁
Keywords: 'finals', 'semester', 'math'
Dialogue:",This semesters math finals are really getting me down.
356,gpt_4,conversation,"finals, semester, math",Emojis,devastated,,,,,,,😭,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😭 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😭
Keywords: 'finals', 'semester', 'math'
Dialogue:",Its really heartbreaking that I failed my math finals this semester.
357,gpt_4,conversation,"finals, semester, math",Emojis,ashamed,,,,,,,😳,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😳 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😳
Keywords: 'finals', 'semester', 'math'
Dialogue:",I cant believe the semester is almost over and I still have to take my math finals!
358,gpt_4,conversation,"finals, semester, math",Emojis,embarrassed,,,,,,,😥,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😥 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😥
Keywords: 'finals', 'semester', 'math'
Dialogue:",Im really dreading the math finals this semester.
359,gpt_4,conversation,"finals, semester, math",Emojis,guilty,,,,,,,😬,"Here are some examples: 

Emotion: 🤩
Keywords: 'running', 'accomplishment', 'marathon', 'first'
Dialogue: Running my first marathon felt like such a huge accomplishment!

Emotion: 🙁
Keywords: 'country', 'live', 'friends', 'feel'
Dialogue: I feel so lonely sometimes because all my friends live in a different country

Emotion: 😭
Keywords: 'banana', 'plant', 'leaf', 'brown'
Dialogue: It really sucks that my banana plant's leaf is turning brown

Now, respond to the following. Remember, do not the emoji 😬 or any other emojis in the response. The response should be text only, with no emojis. Keep it concise and express the given feeling in as few words as possible while including the keywords:
Emotion: 😬
Keywords: 'finals', 'semester', 'math'
Dialogue:",The math finals this semester are really making me anxious.
